id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999
23d558163bb1c7863c73485048e50858,szczecin,,53.8,2.0,5.0,5.0,,53.42942948,14.55464244,0.79,60.0,0.147,0.437,0.328,0.198,0.009,0.465,0.073,cooperative,,,no,no,yes,no,no,400000
9b957bd60885a469c96f17b58a914f4b,szczecin,apartmentBuilding,117.0,5.0,4.0,4.0,,53.4430957490062,14.5613475014441,2.19,10.0,0.216,0.611,0.743,0.28,0.298,1.522,0.229,udział,brick,premium,yes,yes,no,no,no,1169000
77cc78c75b0d09bf84d6d3124a28803c,szczecin,blockOfFlats,56.0,3.0,7.0,7.0,2018.0,53.4474649390434,14.5578114013843,2.68,10.0,0.268,0.771,0.676,0.26,0.322,1.643,0.178,condominium,brick,premium,yes,yes,yes,yes,yes,799000
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,599000
abf85134e758b50c9c7027c818051d74,szczecin,blockOfFlats,26.8,1.0,4.0,5.0,1960.0,53.438362,14.5562786,1.69,25.0,0.218,0.358,0.121,0.102,0.162,1.018,0.02,cooperative,brick,premium,no,no,yes,no,no,322000
4cc84890d38ed89d10d448ff15639317,szczecin,tenement,81.0,4.0,3.0,4.0,1935.0,53.4466,14.543,2.84,11.0,0.257,0.898,0.042,0.16,0.221,0.941,0.108,condominium,brick,,yes,no,no,no,yes,699000
6c52a81e120e63107c48f2357a349a3c,szczecin,blockOfFlats,49.7,3.0,2.0,4.0,1993.0,53.3761968,14.6858249,9.8,2.0,1.301,0.563,0.172,1.237,1.271,,0.187,cooperative,concreteSlab,premium,yes,yes,no,no,yes,529900
7e89a490bc68cab8d4e5bd78f09536c6,szczecin,tenement,114.37,4.0,1.0,3.0,1900.0,53.4340626,14.5432423,1.67,73.0,0.327,0.422,0.361,0.194,0.054,0.238,0.224,condominium,brick,low,yes,yes,no,no,yes,649000
39a74b03b9a5041bcf5b770a8af33d62,szczecin,apartmentBuilding,39.0,2.0,6.0,7.0,2020.0,53.4159,14.5329,2.04,8.0,0.547,0.463,0.04,0.197,0.259,0.446,0.678,condominium,brick,,yes,yes,yes,yes,yes,550000
