id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999
8373aa373dbc3fe7ca3b7434166b8766,szczecin,tenement,73.02,3.0,2.0,3.0,,53.45222222,14.55333333,3.24,9.0,0.275,0.672,0.367,0.246,0.3,1.857,0.28,condominium,brick,,no,no,no,no,no,650000
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,590000
3eaa36a59b9354206703b5f6b2f2ff1d,szczecin,blockOfFlats,42.0,2.0,1.0,3.0,,53.46805556,14.53833333,5.19,9.0,0.209,1.533,0.201,0.319,0.157,2.722,0.257,condominium,,,no,yes,no,no,no,584999
027b30cebbc49faf3094421b741ddd56,szczecin,blockOfFlats,45.5,2.0,4.0,4.0,1960.0,53.438165,14.5632,1.65,18.0,0.25,0.624,0.51,0.177,0.232,0.986,0.273,condominium,concreteSlab,low,no,no,no,no,yes,363000
27437e173a8c37d5002c0bf69c848b7c,szczecin,tenement,80.61,3.0,3.0,3.0,1920.0,53.4360679,14.5450513,1.76,45.0,0.083,0.257,0.294,0.151,0.102,0.256,0.301,condominium,brick,premium,no,no,no,no,yes,717000
39404087c054348c27522c74ca21a973,szczecin,blockOfFlats,70.3,3.0,9.0,11.0,1988.0,53.4293561,14.5113301,3.35,14.0,0.269,1.364,0.247,0.122,0.388,1.589,0.194,cooperative,concreteSlab,premium,no,yes,yes,no,yes,689000
7a3b00507c086fcf83562f22bb5d01fc,szczecin,apartmentBuilding,67.37,3.0,4.0,6.0,2018.0,53.4139113,14.5427084,1.61,3.0,0.501,0.973,0.713,0.067,0.052,0.988,0.215,condominium,brick,premium,yes,yes,yes,no,no,790000
24af7cc54099d7930535543827604a9d,szczecin,blockOfFlats,68.94,3.0,3.0,4.0,1950.0,53.41472457,14.52963352,2.29,8.0,0.371,0.592,0.213,0.222,0.24,0.583,0.721,condominium,brick,low,no,yes,no,no,yes,560000
7ebe2d0eeb6231486f90c5835c695cd7,szczecin,blockOfFlats,56.0,2.0,2.0,2.0,1930.0,53.4428215,14.5053349,4.27,8.0,0.509,0.081,0.126,0.381,0.227,1.685,0.186,condominium,brick,premium,no,no,no,no,yes,590000
209a6d2dea99216bdf83a968343cd3b3,szczecin,tenement,61.48,2.0,,3.0,1900.0,53.4915083,14.60698488,8.16,1.0,0.149,1.68,0.534,1.294,1.527,3.72,1.521,condominium,brick,premium,no,no,no,no,yes,390000
bac1869ad9c2c1ef444b0ba6d225761a,szczecin,tenement,77.71,3.0,3.0,3.0,1925.0,53.43301925,14.56977461,1.22,9.0,0.568,0.994,0.346,0.374,0.07,0.675,0.43,condominium,brick,low,no,no,no,no,yes,599000
0eb9e4df5696c9bf7c849706372fbe18,szczecin,apartmentBuilding,63.0,3.0,3.0,5.0,2019.0,53.43167452,14.54213905,1.55,74.0,0.252,0.635,0.212,0.229,0.053,0.268,0.024,condominium,brick,premium,no,no,yes,no,no,729000
f40a9e80d4c9439f1fd3a57257771d78,szczecin,blockOfFlats,53.67,2.0,1.0,4.0,2012.0,53.4580702,14.5429308,4.04,5.0,0.483,0.757,0.581,0.435,0.358,1.929,0.477,condominium,,premium,yes,no,yes,no,no,620000
14f7d02e2662dc6935732e81bd40944f,szczecin,apartmentBuilding,59.2,3.0,,1.0,2006.0,53.4720974,14.5409609,5.58,6.0,0.653,2.011,0.555,0.211,0.383,2.694,0.36,condominium,brick,premium,yes,no,no,no,yes,679000
