id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999
23d558163bb1c7863c73485048e50858,szczecin,,53.8,2.0,5.0,5.0,,53.42942948,14.55464244,0.79,60.0,0.147,0.437,0.328,0.198,0.009,0.465,0.073,cooperative,,,no,no,yes,no,no,420000
4021682c08a6fd1dbcd6ffd260058adb,szczecin,blockOfFlats,90.0,4.0,,2.0,2024.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,,,yes,yes,no,no,no,499000
1deea3ea4c2760c5f511bb9703312a78,szczecin,apartmentBuilding,48.77,2.0,5.0,7.0,2019.0,53.44746377,14.55778212,2.68,10.0,0.267,0.772,0.677,0.26,0.32,1.642,0.177,condominium,brick,premium,yes,yes,yes,no,yes,639000
11a7da225d044fd653bb1ab3b650a3e8,szczecin,blockOfFlats,72.9,4.0,2.0,4.0,1989.0,53.3655607769264,14.6598993079253,9.19,8.0,0.348,1.25,0.265,0.13,0.23,,0.301,condominium,,low,yes,yes,no,no,no,639000
6d8910234b1d447888657b1c7da31cca,szczecin,blockOfFlats,58.0,3.0,3.0,3.0,2006.0,53.4658691268942,14.5395155252812,4.93,8.0,0.048,1.32,0.115,0.176,0.182,2.602,0.375,condominium,,premium,no,yes,no,no,no,679000
2ee4c3c202ba72a65581f019a592bc92,szczecin,apartmentBuilding,75.0,3.0,4.0,4.0,1999.0,53.427312,14.549056,0.9,78.0,0.474,0.034,0.138,0.363,0.067,0.436,0.111,cooperative,brick,premium,yes,yes,no,yes,yes,890000
3eaa36a59b9354206703b5f6b2f2ff1d,szczecin,blockOfFlats,42.0,2.0,1.0,3.0,,53.46805556,14.53833333,5.19,9.0,0.209,1.533,0.201,0.319,0.157,2.722,0.257,condominium,,,no,yes,no,no,no,570000
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,599000
6d947e9a6521b8e608d3fcd6ff2f089a,szczecin,blockOfFlats,80.0,3.0,1.0,2.0,2017.0,53.4952724715541,14.5901784789922,8.22,4.0,1.205,1.249,0.355,0.111,0.343,3.706,0.34,condominium,brick,premium,yes,yes,no,yes,no,1200000
39193af380108cf5b1f40a88590cbb4e,szczecin,apartmentBuilding,66.78,4.0,2.0,6.0,2018.0,53.41574355,14.54045445,1.6,5.0,0.288,0.765,0.535,0.248,0.258,0.742,0.178,condominium,brick,premium,yes,yes,yes,no,no,790000
24af7cc54099d7930535543827604a9d,szczecin,blockOfFlats,68.94,3.0,3.0,4.0,1950.0,53.41472457,14.52963352,2.29,8.0,0.371,0.592,0.213,0.222,0.24,0.583,0.721,condominium,brick,low,no,yes,no,no,yes,560000
7ebe2d0eeb6231486f90c5835c695cd7,szczecin,blockOfFlats,56.0,2.0,1.0,2.0,1930.0,53.4392626,14.5190094,3.29,1.0,0.68,0.916,0.537,0.63,0.697,0.808,0.408,condominium,brick,premium,no,no,no,no,yes,590000
209a6d2dea99216bdf83a968343cd3b3,szczecin,tenement,61.48,2.0,,3.0,1900.0,53.4915083,14.60698488,8.16,1.0,0.149,1.68,0.534,1.294,1.527,3.72,1.521,condominium,brick,premium,no,no,no,no,yes,359000
dca5ee6cf02485664d4db6384308c641,szczecin,tenement,95.78,4.0,,4.0,1945.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,no,no,yes,649000
545805d4b9d43e2dd24df325c42e78d1,szczecin,blockOfFlats,55.8,3.0,10.0,12.0,,53.4321,14.5117,3.4,17.0,0.118,1.189,0.201,0.108,0.23,1.412,0.02,condominium,,,no,yes,yes,no,yes,403500
fde81f5f228d08ab227f5653f9806e9b,szczecin,,51.0,2.0,1.0,2.0,,53.4378,14.5085,3.83,5.0,0.526,0.521,0.377,0.176,0.697,1.484,0.414,condominium,,,no,no,no,no,yes,320000
fc9519f7a164bce65db0ac05406a2d51,szczecin,blockOfFlats,63.56,4.0,4.0,4.0,1976.0,53.4007948,14.532096,3.16,1.0,0.315,0.842,0.516,0.5,0.573,2.117,0.506,cooperative,concreteSlab,,no,yes,no,no,no,540000
bac1869ad9c2c1ef444b0ba6d225761a,szczecin,tenement,77.71,3.0,3.0,3.0,1925.0,53.4330962,14.5686108,1.19,9.0,0.577,0.918,0.288,0.308,0.135,0.621,0.422,condominium,brick,low,no,no,no,no,yes,599000
8c995145602be3a994e770d25d7d0fbf,szczecin,blockOfFlats,63.23,3.0,2.0,4.0,1992.0,53.3819008,14.663723,8.23,11.0,0.572,0.683,0.36,0.606,0.087,,0.189,cooperative,concreteSlab,,no,yes,no,no,yes,535000
208f9e801a36f87b009de99a6e6f6f1b,szczecin,blockOfFlats,54.0,3.0,3.0,3.0,2016.0,53.3957668,14.49323273,5.44,2.0,1.832,2.784,0.16,1.985,0.175,3.692,0.562,condominium,,premium,no,yes,no,no,no,749000
1a16e05abfd4528dbd3950edebc101a4,szczecin,tenement,114.08,5.0,2.0,4.0,1930.0,53.4133,14.5771,1.55,0.0,1.733,2.007,1.717,1.734,0.801,2.057,1.286,condominium,brick,premium,no,no,no,no,yes,799000
52e1810bf55f662b9d02964f8cf1ad3d,szczecin,tenement,132.21,6.0,3.0,4.0,1930.0,53.4273184,14.543117,1.26,61.0,0.216,0.379,0.26,0.401,0.11,0.233,0.071,condominium,brick,premium,no,no,no,no,yes,795000
91f848d483e170ef181c026b5d5498e9,szczecin,blockOfFlats,54.61,2.0,4.0,4.0,1995.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,cooperative,brick,low,no,yes,no,no,no,489000
4b9383bd5a9db89c3759bc8cdcb17f63,szczecin,tenement,46.0,2.0,3.0,4.0,1960.0,53.4323563,14.551979,1.16,59.0,0.135,0.209,0.251,0.178,0.058,0.651,0.116,condominium,brick,,no,no,no,no,yes,450000
651e673afa8dfab8ff7a3ba4142ef8e4,szczecin,tenement,25.08,1.0,5.0,5.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,yes,no,no,340000
4ff187e75c62c64a21500ab7773bea7c,szczecin,blockOfFlats,62.88,3.0,4.0,8.0,1980.0,53.4230495,14.4471272,7.54,0.0,1.046,3.027,1.23,0.961,1.102,,1.436,condominium,concreteSlab,low,no,yes,yes,no,yes,490000
42758bc1fd0885a6221965f2c96da033,szczecin,tenement,48.84,2.0,2.0,3.0,1900.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,low,no,yes,no,no,no,369000
3293baee8b8862143e402eb68ef12b3a,szczecin,blockOfFlats,55.04,3.0,2.0,3.0,2013.0,53.46894164,14.54817485,5.13,7.0,0.649,1.879,0.132,0.338,0.119,2.122,0.413,condominium,brick,premium,yes,yes,no,no,no,629000
546cc97e67420c694843afb6f4d4006d,szczecin,apartmentBuilding,34.61,2.0,1.0,4.0,2016.0,53.44176251,14.54570961,2.28,20.0,0.223,0.459,0.209,0.41,0.291,0.659,0.189,condominium,brick,premium,no,no,yes,no,no,480000
9c0776cdb31f51ac17a88224a903255e,szczecin,apartmentBuilding,59.24,3.0,2.0,6.0,2023.0,53.4353589,14.5706271,1.48,13.0,0.302,1.021,0.286,0.443,0.19,0.894,0.193,condominium,brick,premium,yes,yes,yes,no,no,650000
92ea9f1aebe58cdbcc4c64ec0512dbc0,szczecin,blockOfFlats,58.7,3.0,3.0,4.0,1968.0,53.43640948,14.5567131,1.47,25.0,0.015,0.168,0.127,0.088,0.163,0.851,0.079,condominium,brick,premium,no,yes,no,no,yes,549000
5667240dd7eb29713d07bfee401e05ce,szczecin,blockOfFlats,51.77,3.0,7.0,10.0,1967.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,cooperative,concreteSlab,low,no,no,yes,no,yes,419000
c7392e498765007cfc1b6adcf1d3e2bf,szczecin,blockOfFlats,45.5,2.0,4.0,5.0,1970.0,53.438362,14.5562786,1.69,25.0,0.218,0.358,0.121,0.102,0.162,1.018,0.02,cooperative,concreteSlab,premium,no,no,no,no,yes,405000
027b30cebbc49faf3094421b741ddd56,szczecin,blockOfFlats,45.5,2.0,4.0,4.0,1960.0,53.438165,14.5632,1.65,18.0,0.25,0.624,0.51,0.177,0.232,0.986,0.273,condominium,concreteSlab,low,no,no,no,no,yes,339000
1e92d0c372358479553963901bd8e568,szczecin,blockOfFlats,63.71,3.0,3.0,4.0,1990.0,53.433,14.5484,1.35,67.0,0.126,0.217,0.052,0.319,0.115,0.515,0.108,condominium,,low,yes,yes,no,no,yes,549000
1eb9f036dca44985f098b06d2dc24832,szczecin,blockOfFlats,33.19,2.0,,4.0,2023.0,53.39392942,14.48332787,6.1,0.0,1.952,3.406,0.82,1.874,0.787,4.305,0.91,condominium,brick,premium,yes,no,,no,no,409000
312f2788e54076b94f950baaeced3e54,szczecin,blockOfFlats,91.0,4.0,2.0,4.0,1932.0,53.465463,14.5932507,5.14,7.0,0.183,0.23,0.329,1.119,0.343,1.027,0.182,condominium,brick,premium,no,no,no,no,yes,512000
4777aa53b2049176132d4a8175b985b9,szczecin,tenement,81.64,3.0,1.0,3.0,1900.0,53.445816,14.549937,2.6,14.0,0.413,0.566,0.388,0.387,0.124,1.189,0.052,condominium,brick,low,no,yes,no,no,yes,465000
f5f98bac48f3b53fbce2fa14054014c8,szczecin,tenement,90.96,5.0,3.0,4.0,1930.0,53.4177448,14.5308248,2.09,7.0,0.626,0.248,0.249,0.424,0.049,0.238,0.635,condominium,brick,,no,no,no,no,yes,615000
0eb22616ff6fe44d5cc4950f0d1b544f,szczecin,,130.0,4.0,1.0,2.0,1997.0,53.41646,14.47735,5.59,0.0,0.978,1.325,1.177,1.349,0.734,3.615,0.97,condominium,,,yes,yes,no,no,no,749000
7ec1e260b3f3985259ec7626756775c0,szczecin,tenement,89.57,4.0,1.0,4.0,1930.0,53.43241105,14.5387773,1.78,68.0,0.075,0.458,0.284,0.245,0.057,0.294,0.142,condominium,brick,premium,no,no,,no,no,810000
85ca245818ab062de02dc435185ca531,szczecin,blockOfFlats,74.0,4.0,3.0,4.0,1990.0,53.36584,14.652326,8.81,6.0,0.295,0.803,0.213,0.424,0.044,,0.235,cooperative,concreteSlab,premium,no,yes,no,no,no,559000
6f52f82fecea94843985c893c98fae21,szczecin,blockOfFlats,45.5,2.0,2.0,4.0,1987.0,53.45422155,14.53559875,3.82,12.0,0.189,0.175,0.201,0.219,0.255,1.363,0.118,cooperative,concreteSlab,premium,no,yes,no,no,yes,569000
601db88f30528ac45366be5fe7a2ca65,szczecin,tenement,76.0,4.0,4.0,4.0,1936.0,53.4309128,14.5298181,2.23,18.0,0.112,0.732,0.418,0.371,0.313,0.749,0.312,condominium,brick,premium,no,no,,no,no,505000
f546f44c80fd2f5e5d6652baf8a868cf,szczecin,blockOfFlats,42.67,2.0,,4.0,1981.0,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,cooperative,brick,premium,no,yes,no,no,yes,450000
2ecb853f662c9ea5bca400b34c03915a,szczecin,blockOfFlats,65.01,3.0,10.0,15.0,2009.0,53.4551301,14.5614618,3.53,16.0,0.384,0.205,0.142,0.431,0.005,1.404,0.143,condominium,concreteSlab,,yes,yes,yes,no,no,775000
7543822dd0b9b1c854e33ee7effd2982,szczecin,tenement,65.78,5.0,1.0,3.0,1939.0,53.41567081,14.53684345,1.81,9.0,0.378,0.601,0.295,0.317,0.366,0.579,0.417,condominium,brick,premium,no,no,no,no,yes,479000
029ee650464844cc5c3a409ea28e780d,szczecin,tenement,88.5,3.0,2.0,3.0,1938.0,53.4243094,14.54203637,1.26,28.0,0.183,0.459,0.215,0.353,0.2,0.575,0.304,condominium,brick,low,no,no,no,no,yes,620000
